"","X49041_Reb_TAM","X49041_Reb_TC","X49059_Reb_TAM","X49059_Reb_TC","X49827_Reb_TAM","X49827_Reb_TC","X49849_Reb_TAM","X49849_Reb_TC","X49823_EP_TAM","X49823_EP_TC","X49825_EP_TAM","X49825_EP_TC","X49830_EP_TAM","X49830_EP_TC","X49831_EP_TAM","X49831_EP_TC","X49843_EP_TAM","X49843_EP_TC","X49845_EP_TAM","X49845_EP_TC","X54359_Veh_TAM","X54359_Veh_TC","X54363_Veh_TAM","X54363_Veh_TC","X57098_Veh_TAM","X57098_Veh_TC","X57682_Veh_TAM","X57682_Veh_TC","X64247_Veh_TAM","X64247_Veh_TC"
"Zfp9",42,620,24,386,24,94,38,468,8,38,12,70,20,102,2,30,26,20,14,10,4,163,3,65,25,410,22,559,24,289
"C3ar1",18622,50,22926,14,13566,164,19314,10,7792,274,8556,244,6962,236,5556,352,7674,648,11446,384,13159,177,13799,474,20657,386,30168,104,19003,593
"Clec4a1",672,12,548,0,112,0,560,2,324,6,28,0,64,0,40,4,60,0,48,0,140,1,197,1,830,11,937,27,207,2
"Cdca3",126,1122,68,1102,228,152,210,1600,522,128,418,62,350,60,344,88,502,112,612,50,160,1334,864,924,841,1585,782,1642,1344,2550
"Cd4",210,26,216,0,18,1128,146,66,4,628,4,524,4,164,24,316,14,12,4,4,58,100,4,14,41,8,46,6,34,16
"Vwf",90,342,124,130,24,34,72,228,4,0,10,118,16,0,12,6,6,2,4,2,164,197,39,66,28,344,33,709,73,210
"Kcna1",122,2460,84,1564,30,832,96,1442,30,64,10,36,14,90,2,120,0,38,24,136,6,743,8,143,13,2191,1,2460,58,819
"Kcna6",70,3054,8,2588,8,710,20,2180,58,26,0,22,6,54,4,24,4,190,24,44,36,907,2,688,9,2757,5,3095,18,1761
"Rad51ap1",202,332,0,372,70,124,116,704,318,50,296,66,80,22,122,30,220,96,448,4,49,97,293,368,483,867,457,749,297,398
"Ccnd2",904,8070,3092,38060,880,16456,1180,23906,208,4166,108,5812,98,2116,54,2926,164,1736,292,1420,558,24245,896,32352,1327,22606,1805,53131,1237,11816
"Foxm1",124,606,14,908,48,64,138,1296,272,56,236,38,204,10,96,82,206,86,232,16,168,800,433,566,347,1095,259,1002,400,1205
"Clec12a",708,0,1198,4,84,50,436,0,126,38,16,100,50,0,32,12,8,16,46,0,56,1,71,1,528,30,612,16,186,1
"Olr1",582,0,1372,44,172,0,156,20,80,0,96,0,4,0,40,0,14,4,100,0,40,0,37,1,149,65,307,22,36,0
"Bcl2l14",40,0,74,0,88,2,58,0,26,0,22,10,26,0,2,0,10,12,10,0,7,0,2,0,38,0,44,2,71,0
"Mansc1",294,24,296,8,412,80,366,56,142,232,306,208,442,124,260,122,218,82,300,652,387,3,428,2,828,118,568,104,231,22
"1190002F15Rik",18,216,6,264,36,56,40,292,160,114,138,36,100,8,70,20,100,54,144,20,37,254,122,309,79,250,62,321,150,884
"Apold1",14,30,26,38,8,50,38,24,36,16,14,16,50,2,24,24,54,22,4,2,3,2,12,14,8,117,9,52,14,30
"Emp1",102,2064,322,2096,0,58,208,1184,4,90,0,142,2,22,0,70,0,48,0,10,57,483,98,870,203,468,380,302,233,688
"Gm8994",8,12,16,22,4,10,6,22,20,6,6,4,6,2,14,12,10,4,22,4,19,15,20,9,26,31,14,23,19,34
"Plbd1",2466,24,4820,14,476,38,1074,18,244,62,24,164,156,74,88,34,100,28,104,334,896,15,1162,25,1579,24,3480,41,2202,57
"C030030A07Rik",24,428,2,48,14,196,4,446,6,30,6,56,8,6,4,14,2,22,14,60,0,105,21,147,3,163,9,297,0,20
"Rerg",8,1050,12,750,0,64,26,970,4,18,10,44,0,4,0,18,8,92,4,30,2,907,7,339,2,3034,8,1837,2,515
"Ptpro",3512,1494,1554,958,2184,232,2876,2074,2784,64,3130,154,3338,58,2006,114,2074,220,3012,42,4819,1377,3407,233,4492,1578,4112,1879,1906,783
"Mgst1",1204,288,1238,118,88,364,320,34,96,798,12,664,56,376,38,604,22,110,102,2254,102,504,124,1007,523,389,1280,257,251,310
"Slco1c1",220,216,124,16,16,386,32,8,32,4066,42,3366,16,418,6,824,2,118,22,12392,4,74,0,498,1,321,5,131,16,99
"St8sia1",482,608,248,1110,106,296,68,822,82,14,68,96,166,16,52,26,36,38,74,22,31,574,17,194,175,672,90,824,65,460
"Bcat1",48,1610,62,2654,42,816,18,1950,52,16,14,82,68,94,22,102,86,180,38,88,82,2340,60,2351,68,4850,53,4566,89,3534
"Bhlhe41",28,0,16,8,18,12,64,8,4,18,10,2,2,4,18,0,8,2,14,18,113,5,172,43,103,10,42,20,121,20
"Rep15",0,96,0,108,0,58,12,154,6,4,2,4,0,2,6,10,4,10,12,4,1,155,11,176,10,240,1,344,0,133
"Tmtc1",26,164,6,42,10,134,12,30,10,832,20,1372,28,712,8,624,0,258,36,1078,0,15,12,141,9,267,18,107,32,22
"Caprin2",54,156,36,156,54,114,8,256,74,10,88,14,48,14,18,14,28,28,72,50,19,143,32,173,37,313,38,239,41,118
"Fam60a",92,118,274,98,58,84,100,160,46,80,28,166,22,64,24,124,44,2,42,122,66,105,133,39,264,345,211,158,156,186
"D030047H15Rik",2,118,6,10,4,14,4,14,12,44,12,12,14,2,10,16,10,2,14,0,4,42,8,5,14,42,8,43,18,36
"Shisa7",32,508,46,872,106,202,72,1198,164,18,100,4,186,64,78,110,52,130,64,22,56,633,71,128,76,1529,37,1604,7,858
"Zfp583",142,288,42,216,46,22,70,126,74,86,214,36,106,16,42,6,44,2,134,28,51,24,53,29,145,177,154,183,89,224
"Zfp28",66,238,56,220,102,86,46,148,118,10,126,28,140,8,140,40,102,30,180,6,163,60,30,0,82,198,95,233,81,29
"Zik1",146,564,54,644,118,186,146,886,172,138,146,56,78,40,126,26,142,76,198,4,105,230,178,186,250,887,283,1306,86,789
"Pglyrp1",2428,18,4356,24,86,146,822,30,84,368,12,260,124,134,40,86,18,14,76,14,402,6,99,49,754,19,1151,7,745,33
"Ccdc61",32,76,30,68,36,14,12,70,50,4,64,42,60,6,28,10,18,8,34,2,5,71,52,44,31,65,18,87,32,127
"Nova2",0,252,22,340,12,200,22,426,14,58,4,16,20,30,2,38,0,22,10,36,23,297,5,230,16,410,6,521,11,223
"Gpr4",18,2,30,2,26,14,4,32,16,88,10,222,8,236,8,86,4,26,34,66,22,10,35,57,13,75,23,21,38,5
"Apoc2",170,0,1036,4,376,26,808,2,76,4,62,0,10,0,44,2,22,0,4,2,158,13,544,0,474,9,2623,8,1997,69
"Apoc4",558,2,324,0,828,14,1262,0,28,0,50,2,26,0,14,4,306,26,38,6,936,11,121,14,75,6,590,9,525,1
"Apoc1",2072,14,986,4,2372,164,6140,6,162,68,122,30,92,42,88,58,1228,144,76,66,5992,118,1875,233,568,47,2572,48,3218,87
"Bcl3",106,6,140,140,90,20,112,16,60,46,24,12,18,0,16,0,52,24,18,20,59,30,122,30,120,141,101,131,274,174
"Zfp235",248,298,76,236,64,200,140,156,124,54,148,104,156,64,126,84,82,14,134,4,169,193,216,225,365,385,319,493,225,180
"Kcnn4",180,4,640,4,50,366,198,32,10,206,6,460,16,202,4,214,40,16,46,6,303,2,246,44,52,25,141,9,72,14
"Plaur",2726,66,6176,532,1432,90,3188,268,368,30,366,120,186,44,286,58,560,62,420,16,3259,193,3362,160,4014,387,3867,335,3124,163
"Zfp428",6,298,6,362,8,88,6,344,6,26,4,32,12,28,14,20,8,30,22,66,25,577,18,303,14,229,5,110,30,656
"Cd79a",120,0,114,0,14,78,20,10,18,70,12,1726,10,44,4,48,8,0,4,0,16,29,10,8,16,6,14,7,10,18
"Ceacam1",424,8,270,4,246,50,550,16,784,84,520,180,898,118,520,128,304,54,748,100,408,13,541,38,916,75,1205,14,356,23
"Mia1",10,14,4,6,0,4,0,2,6,720,0,412,0,156,0,192,0,42,2,1666,14,27,1,14,1,37,0,21,1,13
"Spnb4",32,36,8,24,2,46,28,32,2,10,6,2,10,22,4,20,8,4,12,10,5,115,13,62,9,120,8,44,13,24
"1700049G17Rik",174,276,144,234,182,96,202,160,192,2,166,90,192,48,178,100,72,22,230,34,107,61,90,15,162,300,396,244,167,141
"Spred3",2,146,8,440,4,74,4,486,6,14,2,70,6,8,0,6,0,38,10,40,2,390,2,130,7,699,27,615,5,188
"2200002D01Rik",20,12,14,20,6,8,12,6,6,28,6,72,8,26,2,60,0,26,10,106,25,18,24,64,18,29,22,11,20,24
"Spint2",136,62,288,40,58,274,36,32,36,4288,16,2444,16,862,4,1070,18,156,24,10350,52,100,48,61,50,89,73,40,130,128
"Dpf1",16,418,28,356,4,104,16,560,14,68,24,36,10,6,0,58,18,90,16,46,8,205,7,360,15,505,43,496,56,426
"Gm5113",138,480,50,248,40,134,62,110,100,84,60,10,74,20,52,100,54,8,80,122,120,76,75,141,135,299,87,324,119,201
"Cox7a1",8,28,18,10,6,18,12,12,18,156,14,94,22,42,12,60,14,22,14,354,18,5,14,36,18,11,40,28,88,21
"Lrfn3",0,54,24,182,6,52,24,150,16,6,4,6,10,12,10,2,20,60,4,24,51,83,17,99,10,92,20,68,36,77
"Tyrobp",20736,68,17778,26,27234,1318,34298,26,21218,1140,31546,1544,20118,938,25176,2118,29588,3582,27134,1356,50870,1281,43209,2429,36130,1082,40719,309,49254,1636
"Lsr",110,78,168,40,36,46,72,68,30,364,38,300,8,146,30,178,54,50,26,464,40,71,85,109,39,80,89,51,140,16
"Wtip",8,20,22,38,26,18,28,66,78,46,32,30,42,8,52,26,74,14,38,66,34,66,74,25,39,65,26,92,38,82
"Kctd15",0,120,0,142,4,56,0,188,0,22,4,22,4,12,0,20,0,8,0,32,0,361,0,58,3,182,1,249,0,177
"Lrp3",4,356,14,466,0,122,18,630,8,12,0,40,10,34,14,28,0,54,0,56,1,462,27,40,1,506,0,684,3,233
"Tshz3",4,292,6,434,0,80,6,658,2,48,2,98,0,26,4,36,2,86,2,6,0,276,0,163,10,576,1,815,10,329
"Zfp619",134,202,102,138,100,70,142,192,134,4,70,8,150,2,78,10,30,18,144,54,69,46,98,83,244,217,238,352,51,23
"9830147E19Rik",156,96,42,94,114,74,70,192,66,46,80,12,94,12,30,10,90,12,86,84,78,13,28,11,133,143,174,259,64,6
"Gm5595",96,188,52,78,124,108,86,92,148,42,130,70,112,10,44,10,52,4,124,2,10,3,23,21,158,151,127,154,128,89
"Lrrc4b",4,318,8,370,4,166,8,484,2,32,6,20,4,8,0,12,6,52,0,20,2,388,5,117,3,521,2,464,7,335
"Napsa",1344,4,3368,24,222,140,880,18,176,90,50,728,94,22,60,70,86,4,82,18,982,46,893,16,1279,25,2002,58,1961,75
"Il4i1",16,0,54,0,10,0,54,0,4,0,8,6,2,0,14,0,20,6,4,0,318,2,74,0,45,1,30,1,17,2
"Snord35a",2,4,6,20,2,6,4,14,12,0,6,4,6,16,6,2,6,0,8,0,0,8,7,9,5,7,1,5,4,11
"Plekha4",2,70,4,114,0,66,0,54,20,10,4,8,8,4,4,10,4,6,12,6,25,136,8,34,19,190,7,86,16,225
"Lmtk3",4,44,2,26,2,46,4,52,0,8,0,2,0,2,0,2,0,14,2,2,2,31,0,81,0,60,2,50,0,12
"Kcnc1",22,156,10,84,4,180,4,274,4,52,6,60,0,8,2,26,0,26,16,22,9,207,7,23,11,157,4,162,5,15
"E2f8",202,620,78,322,34,106,84,712,258,84,110,8,40,4,88,52,206,30,308,2,38,136,304,76,683,899,530,778,287,466
"A230056P14Rik",62,106,6,80,32,36,32,178,40,16,32,48,38,2,36,12,10,14,34,62,46,87,79,86,34,177,47,169,92,112
"Oca2",34,78,22,8,0,52,0,2,0,1368,48,604,0,34,2,238,0,48,6,3520,0,0,0,17,2,41,0,11,4,1
"D7Ertd715e",4,318,14,360,2,108,12,334,0,56,0,18,0,44,0,12,0,26,0,42,1,65,3,63,1,568,3,436,4,186
"A330076H08Rik",4,1612,14,722,12,384,8,524,6,40,2,22,2,56,2,26,2,58,2,0,7,249,3,9,0,473,1,308,4,58
"Ndn",4,442,8,692,16,378,14,256,24,424,58,376,22,142,28,282,24,220,26,344,51,2084,41,1606,12,1207,18,1589,35,1359
"Otud7a",0,36,0,46,2,60,0,78,0,4,0,24,0,2,0,16,0,18,0,14,0,11,1,118,1,51,1,104,10,4
"Fam189a1",2,70,0,22,0,62,2,68,14,42,0,14,4,4,0,18,0,24,0,6,1,15,0,6,2,49,2,77,32,15
"Fanci",278,384,32,354,48,114,112,416,138,148,104,66,48,18,20,32,180,10,164,10,37,358,290,230,520,819,431,878,258,243
"AI854517",8,434,4,824,2,250,6,1306,16,46,0,24,12,2,0,34,6,50,6,36,1,918,1,316,2,1616,3,2003,3,888
"Kif7",4,158,22,100,2,66,14,88,14,14,40,34,16,40,2,30,2,6,10,18,2,101,12,13,11,129,12,191,3,130
"Anpep",1224,904,1384,240,132,48,174,124,24,74,16,350,6,276,2,248,18,82,22,182,214,2,138,2,647,323,560,72,406,0
"Gm15880",36,4,30,4,24,8,20,6,12,4,8,20,10,0,8,2,2,0,2,2,77,8,21,0,124,22,206,34,50,0
"Zscan2",18,60,8,14,10,28,18,26,10,28,10,10,10,4,14,10,2,10,16,2,27,19,28,8,13,16,17,22,16,42
"Mex3b",8,378,14,206,28,128,70,242,96,26,60,24,38,34,24,10,86,54,86,14,42,109,68,88,48,217,60,193,55,327
"Gm2115",8,120,0,134,0,66,0,70,8,6,0,2,0,6,0,20,0,8,6,28,10,41,0,68,0,92,3,93,0,230
"Fah",44,202,44,98,18,204,46,94,18,464,4,190,18,86,26,126,10,34,24,746,15,188,40,308,25,304,25,164,51,141
"Grm5",28,3714,10,3934,22,1094,40,4674,34,66,8,34,10,20,10,90,6,356,8,30,15,1189,25,635,24,4046,10,6763,43,1420
"Fam181b",2,162,0,136,4,138,2,374,6,86,0,44,12,30,2,20,0,18,4,12,2,306,4,126,4,180,0,178,5,356
"Odz4",108,124,24,22,242,68,54,58,6,310,10,134,48,74,16,84,24,46,22,558,6,168,9,35,29,34,28,30,39,4
"Kctd21",336,628,282,296,274,54,390,166,172,22,166,70,226,68,118,64,78,2,134,60,773,103,489,425,483,286,727,385,469,314
"Capn5",40,1286,76,450,54,334,78,308,22,82,24,120,18,10,32,18,42,190,24,64,1,390,36,102,96,1076,88,374,91,126
"Gm4980",316,12,170,10,654,10,554,12,934,30,716,22,562,28,474,36,624,94,1056,56,1395,31,1342,25,613,46,487,46,1233,117
"Folr2",252,40,118,34,70,28,194,20,24,0,36,12,14,0,12,2,32,8,28,10,595,82,55,26,156,29,858,24,989,28
"Il18bp",820,84,1216,268,2234,96,1406,78,188,222,182,146,88,64,62,114,474,28,132,114,859,101,334,42,3170,612,1382,179,392,88
"Dchs1",8,990,12,840,4,102,0,1102,2,80,2,24,0,10,0,26,0,60,2,8,5,159,21,129,22,750,2,917,2,839
"Tub",30,786,8,2710,26,928,76,3008,22,184,20,140,8,44,28,74,22,208,6,50,16,2813,47,4004,33,4961,18,4917,25,2348
"Lmo1",6,66,14,680,4,66,10,874,4,76,0,24,2,6,0,8,2,26,0,50,4,1077,0,594,7,776,2,946,6,1092
"Stk33",0,296,10,142,2,90,0,280,0,44,0,52,0,44,0,4,0,6,4,108,1,126,0,174,0,276,0,286,12,124
"Trim66",2,22,0,86,0,78,0,226,10,6,28,34,0,2,2,6,0,14,6,32,1,26,0,6,14,137,3,260,40,65
"Wee1",58,200,16,214,22,44,38,358,146,206,164,164,34,56,62,114,136,86,288,206,8,267,139,253,103,390,71,402,119,242
"Ampd3",614,2600,902,2158,130,652,272,1250,116,114,58,416,80,222,80,244,24,306,112,240,441,1359,156,1430,690,5012,580,5188,326,2461
"Mical2",110,438,206,232,94,148,128,98,38,286,4,248,16,172,8,142,32,108,18,178,23,205,80,139,42,135,56,101,31,25
"Sox6",88,5858,128,6926,78,2074,110,6616,30,190,20,108,24,124,2,96,36,584,32,36,19,3183,51,2133,38,13005,36,10836,87,5036
"Xylt1",62,112,42,734,60,70,52,996,64,8,72,12,20,18,26,22,24,50,42,10,30,343,20,89,42,974,44,1356,18,342
"Crym",34,0,22,0,18,266,6,0,70,428,74,356,80,148,54,192,36,104,106,452,49,1478,27,2180,10,407,23,379,67,666
"Plk1",100,1232,98,1698,148,138,140,1946,422,146,406,84,312,20,196,24,316,98,768,30,330,1270,1391,812,1575,1739,1171,1761,2502,1904
"Sbk1",44,448,84,326,20,238,48,484,20,118,4,134,8,86,2,56,6,124,12,48,11,335,36,295,32,599,33,737,33,343
"Sult1a1",338,44,304,26,314,120,314,18,1042,830,456,1002,970,720,446,602,636,236,746,908,446,60,409,256,740,307,375,93,289,4
"Fam57b",2,206,4,218,0,118,8,196,4,48,2,44,16,4,6,30,2,26,0,64,1,280,4,134,4,260,2,282,15,264
"1-Sep",600,28,784,16,42,2262,226,78,28,4010,18,2736,22,1488,24,1944,30,10,16,22,166,5,93,20,139,17,247,32,199,30
"Zfp689",68,274,134,318,90,98,134,398,128,130,110,92,66,8,22,96,78,6,156,12,128,195,103,66,204,364,175,375,105,118
"Bcl7c",2,42,16,24,6,20,4,54,10,10,4,14,8,12,4,10,14,10,12,4,19,45,12,44,7,43,3,29,10,70
"Fbxl19",42,96,6,88,32,20,52,78,12,2,24,24,12,14,8,6,18,4,34,4,41,78,97,72,56,129,50,92,87,81
"Prss53",8,48,6,30,4,0,4,18,30,0,6,2,26,4,12,6,16,22,22,16,52,1,5,0,29,16,16,14,10,5
"9130023H24Rik",218,216,352,258,466,56,360,190,174,88,336,32,302,8,226,22,152,2,340,2,584,276,597,23,635,157,761,168,375,125
"Tgfb1i1",52,1330,86,1210,32,588,72,910,36,248,4,354,32,240,26,318,4,160,4,300,94,1414,28,1170,55,1855,26,1677,47,815
"Ppapdc1a",6,368,12,1040,6,140,4,1120,2,10,0,20,0,4,12,20,0,66,0,30,18,1817,4,241,8,1132,4,1528,4,1348
"Fam196a",8,160,14,232,30,104,32,196,46,64,64,18,48,2,12,8,12,58,70,22,23,52,27,118,42,498,23,458,16,123
"Dpysl4",32,1116,54,516,4,312,28,914,6,26,0,44,0,2,10,54,8,70,6,8,2,656,5,719,10,1513,12,1323,24,442
"Lrrc27",42,6,48,18,36,24,82,24,8,46,14,44,30,4,10,16,50,0,12,104,74,42,115,17,112,54,178,42,179,6
"Gpr123",36,382,10,1080,2,206,10,1082,4,22,2,6,0,82,6,44,0,38,24,96,7,576,2,173,5,431,1,962,11,265
"Adam8",3092,18,5484,48,198,252,2406,68,40,512,70,402,32,88,18,106,96,18,70,10,1155,47,843,25,2231,35,3406,87,3148,191
"Sprn",26,528,14,384,0,144,0,368,8,8,2,30,4,4,0,22,0,26,0,30,0,134,7,60,2,308,1,396,12,253
"Ifitm2",1194,1778,2292,1024,174,244,1300,668,722,958,58,842,92,590,50,612,60,228,84,1646,1116,502,1596,664,2132,669,4697,457,5130,573
"Sigirr",204,2,170,0,36,450,68,6,24,436,6,394,66,120,14,168,22,8,24,10,185,5,288,1,201,48,355,11,241,0
"Eps8l2",0,30,10,8,0,2,2,2,8,274,2,314,0,36,0,40,0,50,4,884,0,48,1,71,7,125,7,14,2,31
"Tnfrsf26",670,200,1188,376,516,656,666,164,44,474,50,630,122,300,58,522,118,16,100,30,150,72,442,83,797,30,1139,8,421,23
"Ccnd1",496,2596,2882,44278,546,7012,2118,28418,836,292,1178,418,198,132,398,186,1352,1172,1524,226,1591,31373,3063,37479,2075,28778,1708,29650,2471,24424
"Evi5l",66,604,62,438,104,170,56,654,74,108,50,46,56,20,24,72,38,38,68,46,104,547,99,101,87,596,76,536,131,544
"BC068157",0,500,22,228,4,148,0,342,26,46,0,22,12,4,6,4,4,6,10,8,1,391,3,149,10,349,12,361,0,193
"Shcbp1",246,984,20,918,76,142,78,1320,256,134,184,38,130,6,108,20,294,56,358,14,39,354,123,519,696,1340,576,1683,425,919
"Efnb2",36,120,12,148,36,58,4,218,62,32,104,50,174,16,88,28,98,54,60,46,77,69,40,77,76,93,45,121,38,47
"Fam155a",2,356,0,326,0,222,2,358,2,74,0,34,2,30,2,48,2,24,6,14,7,277,1,153,2,314,4,435,2,182
"Col4a1",182,8502,250,3158,2,252,98,1718,10,24,2,72,0,88,0,40,4,76,2,16,22,239,53,460,32,447,20,916,46,424
"F10",836,0,852,6,70,2,136,0,102,0,2,14,8,0,6,0,4,6,10,4,31,2,83,4,518,1,907,13,56,0
"Arhgef10",104,622,104,360,30,430,122,508,72,292,20,216,16,142,2,132,20,114,36,296,69,351,81,670,136,800,68,551,88,268
"Angpt2",50,692,88,876,18,154,30,664,12,244,30,204,12,18,4,26,6,16,10,360,19,145,23,3,47,576,29,850,40,878
"Ank1",4,56,34,46,12,58,14,64,36,60,24,18,14,8,14,8,20,2,36,4,24,24,3,59,33,116,24,118,21,6
"Fgfr1",504,1688,600,1704,44,292,162,1550,12,368,12,582,6,488,6,344,4,184,54,632,99,652,60,383,173,1943,122,2376,67,735
"Rab11fip1",184,0,296,2,38,136,110,0,28,288,16,162,36,28,44,50,14,4,28,324,2,0,35,11,37,7,63,3,64,8
"Dusp26",176,2740,94,1154,62,1732,58,1352,20,302,20,300,24,126,24,320,6,904,34,374,43,2438,40,2221,17,1106,11,824,33,854
"Rnf122",448,3252,182,880,280,552,200,1068,404,64,432,166,396,50,318,58,260,86,408,36,515,376,266,347,343,822,351,1013,210,415
"Purg",6,352,14,258,14,116,14,196,40,24,38,52,34,22,18,50,24,40,10,36,13,278,11,112,23,411,14,460,31,282
"Tex15",8,58,0,338,0,52,0,144,0,14,12,10,0,38,22,12,0,12,2,4,8,10,1,65,0,268,1,230,2,38
"D8Ertd82e",292,1126,492,322,426,184,692,532,272,120,274,100,320,46,116,42,164,86,398,8,1725,189,1303,129,1267,308,1569,509,1418,182
"Dlc1",32,526,24,260,50,52,16,340,32,54,52,30,20,12,24,22,26,38,50,16,35,58,72,106,72,188,39,188,60,54
"Msr1",1378,2,4342,12,416,4,2544,2,128,0,28,0,14,0,36,0,252,28,48,6,588,1,468,19,2888,54,4475,24,2010,89
"Zdhhc2",16,716,2,800,2,504,4,896,28,148,34,130,12,68,8,124,20,72,62,66,4,1521,4,645,29,1344,11,2137,23,1151
"Pdgfrl",156,684,102,240,44,10,16,134,10,82,26,188,4,122,2,120,4,14,8,56,0,74,45,13,18,99,54,7,32,4
"Gm16675",24,0,44,0,38,36,28,2,20,24,10,36,16,4,2,4,18,6,20,6,12,0,30,24,72,11,38,10,18,0
"Enpp6",164,660,68,28,10,196,152,224,2,38,38,4,2,0,2,32,14,38,22,10,0,49,0,30,16,12,36,110,10,4
"Stox2",146,1526,42,1936,50,788,54,2384,20,316,8,212,12,140,4,68,12,274,18,160,21,1101,20,616,52,2201,37,2787,33,1244
"Odz3",28,1238,2,304,14,96,4,1018,16,82,8,58,2,14,2,34,0,40,4,134,11,159,14,213,17,561,6,337,27,314
"Lrrc25",1226,8,1242,4,842,8,1448,2,744,62,612,44,984,18,480,26,404,56,818,8,1869,1,1739,2,1532,32,2637,4,2872,15
"Slc5a5",0,18,12,8,0,16,0,4,2,180,18,152,0,10,8,58,0,34,6,424,3,39,1,0,6,66,1,53,7,58
"Nr2f6",34,72,10,66,34,56,14,72,88,54,58,88,72,28,44,24,52,32,98,60,105,83,120,86,41,109,31,80,63,57
"Ankle1",16,268,16,216,34,30,6,290,132,18,30,18,36,2,22,14,36,4,100,0,4,95,25,15,94,153,31,106,38,149
"Gtpbp3",202,120,116,232,66,88,64,132,116,38,154,20,98,14,184,70,96,28,146,10,173,169,112,50,107,146,118,105,254,276
"Plvap",10,190,10,656,2,140,14,424,4,18,0,38,4,2,6,36,4,16,6,32,5,188,25,474,4,265,10,369,14,601
"Hsh2d",46,0,134,0,12,96,26,8,12,114,6,150,2,92,4,130,2,2,2,0,33,1,0,0,71,2,97,0,86,0
"Calr3",42,24,18,18,38,10,36,38,14,62,14,22,8,0,10,12,6,2,30,152,29,0,71,66,39,151,50,75,56,48
"Tom1",12,8,18,26,30,14,22,18,22,18,16,16,16,2,6,2,12,2,14,4,29,16,52,9,51,37,48,40,42,20
"Il15",210,22,80,8,132,24,142,22,134,88,174,172,162,54,78,70,76,60,96,180,138,80,229,82,328,45,201,38,176,18
"Cd97",2092,578,3754,432,230,1098,1118,476,128,2006,30,1578,36,608,36,1050,36,46,26,106,682,27,474,240,1917,604,3087,554,1075,153
"Il27ra",416,88,302,126,144,1130,286,92,14,1518,62,1488,30,668,12,682,182,6,64,30,878,10,400,7,179,100,180,107,123,57
"Ier2",1030,224,3622,832,236,134,1442,254,230,186,138,190,132,192,56,120,122,26,128,16,307,401,405,415,322,435,172,325,329,788
"Neto2",2,1000,48,1706,10,448,28,2606,10,10,38,2,10,14,4,34,56,132,18,18,19,564,9,323,10,1794,8,2202,20,1063
"Gm2694",4,66,0,60,8,40,0,146,0,26,2,10,0,8,0,10,0,16,0,16,3,39,9,101,0,103,0,29,7,98
"Tox3",44,1508,84,144,10,574,36,334,8,24,4,54,6,10,0,20,0,170,0,8,0,163,5,402,7,411,13,352,1,95
"4933436C20Rik",8,56,12,78,34,22,18,78,72,12,48,32,94,0,26,8,46,48,86,12,13,61,17,73,28,59,20,41,47,41
"Pllp",224,2920,176,3722,64,1622,182,6866,34,232,26,320,10,142,14,228,2,400,10,170,68,8403,22,1951,36,10758,29,12018,36,4781
"Dok4",0,120,12,214,12,32,16,168,12,34,14,12,8,4,4,18,10,4,18,2,1,85,19,142,10,179,3,184,1,68
"Mmp15",10,3590,42,4880,18,1092,36,8216,20,114,2,108,8,70,0,48,2,254,0,286,22,3048,12,1333,21,5082,15,6988,69,4118
"Elmo3",16,6,104,28,44,36,66,36,38,184,28,138,28,24,46,74,16,56,18,652,64,8,39,31,86,92,72,39,52,5
"Dpep2",244,8,630,0,50,4,400,0,80,0,18,0,6,0,4,2,30,0,16,0,76,1,49,0,517,4,1152,12,570,1
"Il34",46,1506,30,644,0,46,34,534,8,40,10,52,0,58,2,46,0,2,2,52,21,91,0,166,14,261,8,210,3,97
"Mlkl",110,120,130,516,54,52,108,184,88,90,34,72,6,20,14,70,54,2,52,26,12,125,59,278,519,630,312,236,96,57
"Adat1",62,168,22,182,62,88,44,178,114,48,80,58,74,14,14,18,26,20,58,10,85,189,70,68,112,265,93,405,98,80
"Cdh13",26,3428,52,1750,16,652,32,3156,2,96,2,10,16,54,4,48,4,198,6,44,8,1351,7,862,11,2493,20,3474,13,1386
"Osgin1",444,42,682,32,142,226,332,20,40,186,20,182,10,72,14,174,26,14,28,48,484,1,236,80,447,17,1027,59,693,39
"Wfdc1",18,18,8,6,8,12,4,4,6,320,0,362,0,420,0,218,0,94,0,234,0,61,0,76,0,169,0,8,0,45
"Crispld2",32,1170,74,400,12,66,72,404,2,100,10,12,6,16,8,140,2,20,10,4,18,0,11,0,80,63,27,87,9,0
"Zfp276",292,776,304,438,212,224,230,606,318,118,210,36,210,50,132,102,208,128,260,16,291,357,590,57,309,759,228,622,221,309
"Fanca",304,184,228,356,74,92,126,476,158,10,72,34,76,2,32,10,138,8,208,24,31,186,139,25,582,429,396,502,430,283
"1700054N08Rik",48,66,14,84,14,96,14,134,46,26,42,32,56,24,12,4,42,22,48,8,23,110,32,71,22,99,20,148,38,29
"Pard3",34,510,16,430,18,358,18,694,12,170,6,246,26,116,2,178,2,80,6,226,52,494,9,571,19,680,3,919,40,529
"Gria4",48,4276,28,4928,20,1202,46,3524,8,164,14,122,14,48,0,86,4,186,0,64,13,899,6,247,16,2016,8,2680,19,563
"Casp12",152,856,86,2028,202,136,106,312,164,80,160,84,196,82,58,60,84,2,162,38,1,183,24,345,408,821,145,322,10,71
"Mmp12",660,20,1066,8,156,0,166,0,16,0,70,0,12,0,56,16,188,2,14,0,165,3,280,0,241,10,284,14,893,7
